RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,PK3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device or Header,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Stack Snapshot,Runtime BPs,SW BPs,PTG Support,App IO,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,Instruction Trace,PC Profiling,PC Sampling,FLP,Jump Trace
PIC24FJ64GA204,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA306,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA308,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA310,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA406,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA410,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA412,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA702,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA704,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GA705,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB002,5,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB004,5,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB106,5,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB108,5,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB110,5,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB202,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB204,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB406,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB410,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GB412,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GC006,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GC010,5,6:RI-5:ICD3-5:PK3-,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GL302,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GL303,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GL305,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ64GL306,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 5BPS:RI-3S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA006,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA006 using AC162065,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA006 using AC244022,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA008,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA008 using AC162065,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA008 using AC244022,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA010,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA010 using AC162065,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FJ96GA010 using AC244022,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV08KM101,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV08KM102,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV08KM202,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV08KM204,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KA301,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KA302,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KA304,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KM102,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KM104,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KM202,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV16KM204,3,6,R/W,3,3S / 6BPS,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV32KA301,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV32KA302,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24FV32KA304,3:RI-3:ICD3-5:PK3-,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP202,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP204,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP206,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP206A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP210,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP210A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP306,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP306A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP310,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP310A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP502,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP504,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP506,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP506A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP510,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ128GP510A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ12GP201,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ12GP202,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ16GP304,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP206,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP206A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP210,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP210A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP610,4,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ256GP610A,6,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ32GP202,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
PIC24HJ32GP204,2,6,R/W,3:RI-3:ICD3-0:PK3-,3S / 6BPS:RI-3S / 6BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,N/A,6,6,Yes,Yes,Yes,No,No,Yes,Yes,No
